play_session_key,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,start_datetime_date_key,end_datetime_date_key,channel_key,status_key,duration_minutes
371,464,2024-11-24 21:54:05.123000-06:00,2024-11-24 22:19:05.123000-06:00,MOBILE,COMPLETED,603,20241124,20241124,2,1,25.0
372,480,2024-10-25 00:28:45.364000-06:00,2024-10-25 04:32:45.364000-06:00,BROWSER,TIMEOUT,2528,20241025,20241025,1,3,244.0
373,400,2024-10-10 05:24:40.908000-06:00,2024-10-10 15:23:40.908000-06:00,MOBILE,ABORTED,3676,20241010,20241010,2,2,599.0
374,412,2024-11-12 11:38:13.133000-06:00,2024-11-12 13:13:13.133000-06:00,BROWSER,TIMEOUT,3215,20241112,20241112,1,3,95.0
375,299,2024-12-27 15:43:26.518000-06:00,2024-12-27 20:45:26.518000-06:00,MOBILE,TIMEOUT,3159,20241227,20241227,2,3,302.0
376,453,2024-05-24 06:34:25.075000-06:00,2024-05-24 12:50:25.075000-06:00,BROWSER,ABORTED,671,20240524,20240524,1,2,376.0
377,287,2024-11-23 23:09:44.741000-06:00,2024-11-23 23:15:44.741000-06:00,BROWSER,COMPLETED,4435,20241123,20241123,1,1,6.0
378,390,2024-12-30 10:35:31.838000-06:00,2024-12-30 10:53:31.838000-06:00,MOBILE,TIMEOUT,3803,20241230,20241230,2,3,18.0
380,98,2024-12-19 16:25:43.360000-06:00,2024-12-19 23:12:43.360000-06:00,MOBILE,COMPLETED,1192,20241219,20241219,2,1,407.0
381,158,2024-08-18 22:57:04.622000-06:00,2024-08-18 23:56:04.622000-06:00,MOBILE,ABORTED,3477,20240818,20240818,2,2,59.0
382,480,2024-11-15 01:25:26.776000-06:00,2024-11-15 05:36:26.776000-06:00,BROWSER,COMPLETED,3705,20241115,20241115,1,1,251.0
383,115,2024-01-19 02:19:55.680000-06:00,2024-01-19 07:03:55.680000-06:00,BROWSER,ABORTED,4161,20240119,20240119,1,2,284.0
384,418,2024-12-29 11:03:44.247000-06:00,2024-12-29 19:02:44.247000-06:00,BROWSER,TIMEOUT,4946,20241229,20241229,1,3,479.0
385,244,2024-10-01 15:02:10.165000-06:00,2024-10-01 23:10:10.165000-06:00,MOBILE,ABORTED,4245,20241001,20241001,2,2,488.0
386,276,2024-12-12 12:31:28.103000-06:00,2024-12-12 18:41:28.103000-06:00,MOBILE,ABORTED,4438,20241212,20241212,2,2,370.0
387,446,2024-11-16 04:47:26.642000-06:00,2024-11-16 09:56:26.642000-06:00,BROWSER,TIMEOUT,2717,20241116,20241116,1,3,309.0
388,169,2024-10-26 16:12:11.985000-06:00,2024-10-26 23:27:11.985000-06:00,MOBILE,COMPLETED,602,20241026,20241026,2,1,435.0
389,438,2024-06-29 17:57:35.789000-06:00,2024-06-30 00:48:35.789000-06:00,BROWSER,ABORTED,4742,20240629,20240630,1,2,411.0
390,289,2024-08-26 17:19:54.621000-06:00,2024-08-27 01:48:54.621000-06:00,BROWSER,COMPLETED,164,20240826,20240827,1,1,509.0
391,11,2024-07-06 16:55:21.216000-06:00,2024-07-06 22:49:21.216000-06:00,BROWSER,COMPLETED,4890,20240706,20240706,1,1,354.0
392,418,2024-12-30 10:53:03.601000-06:00,2024-12-30 15:30:03.601000-06:00,BROWSER,COMPLETED,4507,20241230,20241230,1,1,277.0
393,247,2024-08-25 12:07:31.944000-06:00,2024-08-25 15:26:31.944000-06:00,MOBILE,ABORTED,3486,20240825,20240825,2,2,199.0
394,168,2024-07-04 02:32:17.153000-06:00,2024-07-04 07:08:17.153000-06:00,MOBILE,ABORTED,1825,20240704,20240704,2,2,276.0
395,164,2024-12-01 17:35:44.454000-06:00,2024-12-01 21:37:44.454000-06:00,BROWSER,TIMEOUT,3165,20241201,20241201,1,3,242.0
396,298,2024-03-17 10:47:50.058000-06:00,2024-03-17 13:12:50.058000-06:00,BROWSER,TIMEOUT,4577,20240317,20240317,1,3,145.0
397,80,2024-11-06 09:05:26.985000-06:00,2024-11-06 09:53:26.985000-06:00,MOBILE,TIMEOUT,864,20241106,20241106,2,3,48.0
398,117,2024-09-12 13:19:55.905000-06:00,2024-09-12 19:48:55.905000-06:00,MOBILE,TIMEOUT,1785,20240912,20240912,2,3,389.0
399,200,2024-12-26 03:53:10.728000-06:00,2024-12-26 07:14:10.728000-06:00,MOBILE,ABORTED,3163,20241226,20241226,2,2,201.0
400,375,2024-12-07 16:26:38.607000-06:00,2024-12-07 22:11:38.607000-06:00,BROWSER,TIMEOUT,4043,20241207,20241207,1,3,345.0
401,113,2024-03-09 06:12:49.613000-06:00,2024-03-09 12:06:49.613000-06:00,BROWSER,COMPLETED,850,20240309,20240309,1,1,354.0
402,192,2024-01-12 20:14:41.374000-06:00,2024-01-13 05:54:41.374000-06:00,BROWSER,TIMEOUT,843,20240112,20240113,1,3,580.0
403,111,2024-05-31 13:08:16.360000-06:00,2024-05-31 14:51:16.360000-06:00,BROWSER,ABORTED,3627,20240531,20240531,1,2,103.0
404,18,2024-12-14 08:22:58.493000-06:00,2024-12-14 12:40:58.493000-06:00,MOBILE,ABORTED,1049,20241214,20241214,2,2,258.0
405,59,2024-10-23 04:25:57.169000-06:00,2024-10-23 08:11:57.169000-06:00,MOBILE,COMPLETED,1824,20241023,20241023,2,1,226.0
406,53,2024-05-07 00:12:47.443000-06:00,2024-05-07 07:30:47.443000-06:00,BROWSER,TIMEOUT,1939,20240507,20240507,1,3,438.0
407,411,2024-01-31 00:50:22.614000-06:00,2024-01-31 01:50:22.614000-06:00,MOBILE,ABORTED,1190,20240131,20240131,2,2,60.0
408,25,2024-10-31 19:46:35.415000-06:00,2024-10-31 23:30:35.415000-06:00,MOBILE,TIMEOUT,2001,20241031,20241031,2,3,224.0
409,219,2024-06-05 10:13:42.450000-06:00,2024-06-05 19:05:42.450000-06:00,MOBILE,COMPLETED,436,20240605,20240605,2,1,532.0
410,460,2024-12-30 02:52:10.474000-06:00,2024-12-30 11:24:10.474000-06:00,BROWSER,COMPLETED,1150,20241230,20241230,1,1,512.0
411,43,2024-11-24 20:12:57.883000-06:00,2024-11-25 04:20:57.883000-06:00,MOBILE,TIMEOUT,2749,20241124,20241125,2,3,488.0
412,484,2024-12-22 01:31:20.849000-06:00,2024-12-22 02:51:20.849000-06:00,BROWSER,COMPLETED,1582,20241222,20241222,1,1,80.0
413,305,2024-11-28 14:18:14.539000-06:00,2024-11-28 17:34:14.539000-06:00,MOBILE,ABORTED,4242,20241128,20241128,2,2,196.0
414,300,2024-09-29 03:34:31.980000-06:00,2024-09-29 09:44:31.980000-06:00,MOBILE,ABORTED,1680,20240929,20240929,2,2,370.0
415,225,2024-10-11 15:19:43.343000-06:00,2024-10-11 22:39:43.343000-06:00,MOBILE,TIMEOUT,4498,20241011,20241011,2,3,440.0
416,359,2024-09-30 08:16:14.339000-06:00,2024-09-30 14:20:14.339000-06:00,BROWSER,COMPLETED,864,20240930,20240930,1,1,364.0
417,43,2024-12-08 08:50:11.568000-06:00,2024-12-08 09:13:11.568000-06:00,BROWSER,COMPLETED,3917,20241208,20241208,1,1,23.0
418,367,2024-12-03 16:49:35.233000-06:00,2024-12-04 01:40:35.233000-06:00,MOBILE,ABORTED,2657,20241203,20241204,2,2,531.0
419,471,2024-11-18 16:17:30.200000-06:00,2024-11-18 22:37:30.200000-06:00,MOBILE,TIMEOUT,4807,20241118,20241118,2,3,380.0
420,206,2024-12-08 23:00:30.660000-06:00,2024-12-09 01:34:30.660000-06:00,BROWSER,TIMEOUT,4695,20241208,20241209,1,3,154.0
421,218,2024-11-09 10:12:50.090000-06:00,2024-11-09 15:37:50.090000-06:00,BROWSER,TIMEOUT,3767,20241109,20241109,1,3,325.0
422,244,2024-11-28 04:16:59.750000-06:00,2024-11-28 11:37:59.750000-06:00,BROWSER,ABORTED,4455,20241128,20241128,1,2,441.0
423,362,2024-11-22 14:05:19.385000-06:00,2024-11-22 15:13:19.385000-06:00,MOBILE,ABORTED,158,20241122,20241122,2,2,68.0
424,311,2024-03-03 23:59:33.889000-06:00,2024-03-04 05:51:33.889000-06:00,MOBILE,COMPLETED,2153,20240303,20240304,2,1,352.0
425,199,2024-08-26 05:46:29.124000-06:00,2024-08-26 11:33:29.124000-06:00,BROWSER,TIMEOUT,4436,20240826,20240826,1,3,347.0
426,437,2024-11-27 14:20:12.839000-06:00,2024-11-27 20:30:12.839000-06:00,MOBILE,TIMEOUT,3815,20241127,20241127,2,3,370.0
427,378,2024-07-01 00:19:34.674000-06:00,2024-07-01 09:21:34.674000-06:00,BROWSER,COMPLETED,1502,20240701,20240701,1,1,542.0
428,368,2024-06-04 04:59:46.154000-06:00,2024-06-04 05:43:46.154000-06:00,BROWSER,COMPLETED,2152,20240604,20240604,1,1,44.0
429,251,2024-04-12 12:13:15.440000-06:00,2024-04-12 20:20:15.440000-06:00,MOBILE,ABORTED,170,20240412,20240412,2,2,487.0
430,186,2024-01-26 02:49:47.746000-06:00,2024-01-26 08:09:47.746000-06:00,BROWSER,COMPLETED,142,20240126,20240126,1,1,320.0
431,222,2024-12-26 15:17:33.818000-06:00,2024-12-26 23:04:33.818000-06:00,BROWSER,COMPLETED,4503,20241226,20241226,1,1,467.0
432,399,2024-09-15 07:20:28.008000-06:00,2024-09-15 08:31:28.008000-06:00,MOBILE,ABORTED,326,20240915,20240915,2,2,71.0
433,264,2024-08-09 22:10:02.641000-06:00,2024-08-10 02:13:02.641000-06:00,MOBILE,ABORTED,2252,20240809,20240810,2,2,243.0
434,253,2024-12-09 08:46:40.404000-06:00,2024-12-09 18:31:40.404000-06:00,BROWSER,ABORTED,4186,20241209,20241209,1,2,585.0
435,192,2024-03-23 17:35:23.617000-06:00,2024-03-24 03:18:23.617000-06:00,BROWSER,ABORTED,1029,20240323,20240324,1,2,583.0
436,70,2024-01-16 20:00:08.323000-06:00,2024-01-17 05:46:08.323000-06:00,MOBILE,ABORTED,4220,20240116,20240117,2,2,586.0
437,168,2024-09-17 17:25:58.679000-06:00,2024-09-17 21:37:58.679000-06:00,MOBILE,COMPLETED,4101,20240917,20240917,2,1,252.0
438,244,2024-12-15 03:03:13.260000-06:00,2024-12-15 12:27:13.260000-06:00,BROWSER,TIMEOUT,1845,20241215,20241215,1,3,564.0
439,112,2024-09-05 01:05:59.285000-06:00,2024-09-05 08:57:59.285000-06:00,MOBILE,COMPLETED,2839,20240905,20240905,2,1,472.0
440,349,2024-05-16 12:45:06.310000-06:00,2024-05-16 21:41:06.310000-06:00,BROWSER,COMPLETED,4153,20240516,20240516,1,1,536.0
441,500,2024-12-14 08:03:29.857000-06:00,2024-12-14 13:03:29.857000-06:00,BROWSER,TIMEOUT,2378,20241214,20241214,1,3,300.0
442,402,2024-10-21 10:27:59.742000-06:00,2024-10-21 17:49:59.742000-06:00,MOBILE,ABORTED,4919,20241021,20241021,2,2,442.0
443,427,2024-10-09 01:44:29.302000-06:00,2024-10-09 07:59:29.302000-06:00,MOBILE,ABORTED,3357,20241009,20241009,2,2,375.0
444,107,2024-11-03 21:47:39.193000-06:00,2024-11-03 22:39:39.193000-06:00,MOBILE,TIMEOUT,2859,20241103,20241103,2,3,52.0
445,491,2024-06-27 03:29:52.432000-06:00,2024-06-27 08:14:52.432000-06:00,BROWSER,COMPLETED,4258,20240627,20240627,1,1,285.0
446,480,2024-11-25 14:31:35.863000-06:00,2024-11-25 15:40:35.863000-06:00,MOBILE,COMPLETED,1640,20241125,20241125,2,1,69.0
447,355,2024-11-22 14:37:29.169000-06:00,2024-11-22 17:29:29.169000-06:00,MOBILE,COMPLETED,4318,20241122,20241122,2,1,172.0
448,118,2024-12-30 03:00:56.143000-06:00,2024-12-30 11:09:56.143000-06:00,BROWSER,ABORTED,4914,20241230,20241230,1,2,489.0
449,479,2024-03-04 04:39:10.871000-06:00,2024-03-04 10:19:10.871000-06:00,BROWSER,TIMEOUT,1758,20240304,20240304,1,3,340.0
450,130,2024-02-04 15:16:33.996000-06:00,2024-02-04 22:35:33.996000-06:00,BROWSER,ABORTED,3924,20240204,20240204,1,2,439.0
451,404,2024-02-02 18:44:54.784000-06:00,2024-02-03 03:14:54.784000-06:00,BROWSER,TIMEOUT,3262,20240202,20240203,1,3,510.0
452,290,2024-12-05 02:01:54.565000-06:00,2024-12-05 07:04:54.565000-06:00,BROWSER,TIMEOUT,4050,20241205,20241205,1,3,303.0
453,375,2024-12-09 08:41:22.979000-06:00,2024-12-09 13:04:22.979000-06:00,MOBILE,TIMEOUT,3808,20241209,20241209,2,3,263.0
454,471,2024-11-22 02:37:18.305000-06:00,2024-11-22 11:13:18.305000-06:00,MOBILE,ABORTED,3926,20241122,20241122,2,2,516.0
455,322,2024-02-10 10:10:46.429000-06:00,2024-02-10 14:30:46.429000-06:00,BROWSER,COMPLETED,4594,20240210,20240210,1,1,260.0
456,164,2024-12-17 01:30:18.384000-06:00,2024-12-17 10:24:18.384000-06:00,BROWSER,ABORTED,4505,20241217,20241217,1,2,534.0
457,82,2024-12-10 02:58:34.164000-06:00,2024-12-10 12:01:34.164000-06:00,MOBILE,COMPLETED,246,20241210,20241210,2,1,543.0
458,206,2024-12-30 14:08:02.523000-06:00,2024-12-30 23:20:02.523000-06:00,BROWSER,TIMEOUT,2579,20241230,20241230,1,3,552.0
459,27,2024-01-13 02:27:27.312000-06:00,2024-01-13 07:31:27.312000-06:00,BROWSER,ABORTED,528,20240113,20240113,1,2,304.0
460,172,2024-01-25 17:03:47.415000-06:00,2024-01-26 02:26:47.415000-06:00,MOBILE,TIMEOUT,829,20240125,20240126,2,3,563.0
461,83,2024-11-05 00:07:51.574000-06:00,2024-11-05 04:12:51.574000-06:00,MOBILE,ABORTED,4963,20241105,20241105,2,2,245.0
462,209,2024-12-18 08:37:50.224000-06:00,2024-12-18 12:34:50.224000-06:00,MOBILE,TIMEOUT,3830,20241218,20241218,2,3,237.0
463,78,2024-08-09 16:13:29.644000-06:00,2024-08-09 19:09:29.644000-06:00,MOBILE,ABORTED,888,20240809,20240809,2,2,176.0
464,244,2024-12-26 08:28:44.728000-06:00,2024-12-26 09:43:44.728000-06:00,BROWSER,ABORTED,538,20241226,20241226,1,2,75.0
465,400,2024-11-19 19:57:42.197000-06:00,2024-11-20 02:31:42.197000-06:00,BROWSER,TIMEOUT,626,20241119,20241120,1,3,394.0
466,90,2024-01-01 17:22:37.847000-06:00,2024-01-02 01:28:37.847000-06:00,BROWSER,TIMEOUT,930,20240101,20240102,1,3,486.0
467,347,2024-02-15 14:17:32.306000-06:00,2024-02-15 16:03:32.306000-06:00,BROWSER,TIMEOUT,2193,20240215,20240215,1,3,106.0
468,77,2024-07-28 02:42:12.430000-06:00,2024-07-28 05:28:12.430000-06:00,BROWSER,TIMEOUT,3316,20240728,20240728,1,3,166.0
469,213,2024-09-20 00:55:37.171000-06:00,2024-09-20 09:58:37.171000-06:00,MOBILE,ABORTED,1723,20240920,20240920,2,2,543.0
470,337,2024-09-04 09:25:55.423000-06:00,2024-09-04 14:36:55.423000-06:00,MOBILE,TIMEOUT,3824,20240904,20240904,2,3,311.0
471,250,2024-06-03 18:22:33.581000-06:00,2024-06-03 22:51:33.581000-06:00,BROWSER,ABORTED,3215,20240603,20240603,1,2,269.0
472,489,2024-09-24 21:52:31.936000-06:00,2024-09-25 00:08:31.936000-06:00,MOBILE,COMPLETED,2590,20240924,20240925,2,1,136.0
473,437,2024-12-03 19:44:44.277000-06:00,2024-12-04 03:27:44.277000-06:00,MOBILE,ABORTED,1955,20241203,20241204,2,2,463.0
474,319,2024-09-19 10:36:57.668000-06:00,2024-09-19 19:26:57.668000-06:00,BROWSER,TIMEOUT,3047,20240919,20240919,1,3,530.0
475,424,2024-05-03 14:03:55.344000-06:00,2024-05-03 14:39:55.344000-06:00,MOBILE,COMPLETED,666,20240503,20240503,2,1,36.0
476,12,2024-08-08 05:25:30.546000-06:00,2024-08-08 06:59:30.546000-06:00,MOBILE,ABORTED,1759,20240808,20240808,2,2,94.0
477,247,2024-09-05 21:54:58.722000-06:00,2024-09-06 05:38:58.722000-06:00,MOBILE,TIMEOUT,1070,20240905,20240906,2,3,464.0
478,323,2024-11-27 14:43:18.099000-06:00,2024-11-27 20:28:18.099000-06:00,BROWSER,ABORTED,4475,20241127,20241127,1,2,345.0
479,59,2024-12-27 11:22:22.862000-06:00,2024-12-27 20:38:22.862000-06:00,BROWSER,ABORTED,4794,20241227,20241227,1,2,556.0
480,371,2024-07-22 02:58:34.522000-06:00,2024-07-22 03:48:34.522000-06:00,MOBILE,TIMEOUT,316,20240722,20240722,2,3,50.0
481,433,2024-10-15 04:54:48.977000-06:00,2024-10-15 09:43:48.977000-06:00,BROWSER,ABORTED,4009,20241015,20241015,1,2,289.0
482,365,2024-11-14 05:57:59.443000-06:00,2024-11-14 09:54:59.443000-06:00,BROWSER,COMPLETED,3974,20241114,20241114,1,1,237.0
483,109,2024-10-21 21:26:41.463000-06:00,2024-10-22 07:01:41.463000-06:00,BROWSER,COMPLETED,3243,20241021,20241022,1,1,575.0
484,267,2024-04-25 06:51:47.599000-06:00,2024-04-25 11:43:47.599000-06:00,MOBILE,ABORTED,3714,20240425,20240425,2,2,292.0
485,13,2024-09-14 23:37:26.169000-06:00,2024-09-15 06:17:26.169000-06:00,MOBILE,ABORTED,1645,20240914,20240915,2,2,400.0
486,252,2024-11-17 14:36:43.061000-06:00,2024-11-17 22:54:43.061000-06:00,MOBILE,ABORTED,1493,20241117,20241117,2,2,498.0
487,411,2024-07-31 04:59:01.811000-06:00,2024-07-31 12:54:01.811000-06:00,MOBILE,COMPLETED,462,20240731,20240731,2,1,475.0
488,390,2024-12-30 15:40:42.316000-06:00,2024-12-30 23:10:42.316000-06:00,MOBILE,COMPLETED,1440,20241230,20241230,2,1,450.0
489,203,2024-09-22 11:32:39.934000-06:00,2024-09-22 11:54:39.934000-06:00,MOBILE,ABORTED,3840,20240922,20240922,2,2,22.0
490,2,2024-11-10 19:37:17.332000-06:00,2024-11-11 05:02:17.332000-06:00,MOBILE,ABORTED,3461,20241110,20241111,2,2,565.0
491,85,2024-03-07 15:08:36.790000-06:00,2024-03-07 23:50:36.790000-06:00,BROWSER,TIMEOUT,1294,20240307,20240307,1,3,522.0
492,174,2024-05-01 17:26:08.632000-06:00,2024-05-01 23:40:08.632000-06:00,BROWSER,ABORTED,747,20240501,20240501,1,2,374.0
493,218,2024-12-27 13:57:07.243000-06:00,2024-12-27 18:55:07.243000-06:00,MOBILE,COMPLETED,3286,20241227,20241227,2,1,298.0
494,359,2024-10-21 17:31:46.960000-06:00,2024-10-21 21:09:46.960000-06:00,BROWSER,COMPLETED,3751,20241021,20241021,1,1,218.0
495,174,2024-12-17 03:06:58.607000-06:00,2024-12-17 04:26:58.607000-06:00,MOBILE,TIMEOUT,510,20241217,20241217,2,3,80.0
496,318,2024-05-20 09:44:59.038000-06:00,2024-05-20 09:59:59.038000-06:00,BROWSER,ABORTED,1269,20240520,20240520,1,2,15.0
497,349,2024-11-25 21:45:30.307000-06:00,2024-11-26 03:27:30.307000-06:00,BROWSER,TIMEOUT,1031,20241125,20241126,1,3,342.0
498,281,2024-12-01 23:27:33.713000-06:00,2024-12-02 06:21:33.713000-06:00,MOBILE,COMPLETED,659,20241201,20241202,2,1,414.0
499,37,2024-08-13 16:27:00.698000-06:00,2024-08-13 19:56:00.698000-06:00,MOBILE,TIMEOUT,1776,20240813,20240813,2,3,209.0
500,10,2024-12-01 04:42:44.858000-06:00,2024-12-01 12:15:44.858000-06:00,MOBILE,ABORTED,3483,20241201,20241201,2,2,453.0
502,37,2024-09-16 02:59:05.003000-06:00,2024-09-16 08:37:05.003000-06:00,MOBILE,COMPLETED,4803,20240916,20240916,2,1,338.0
503,481,2024-02-05 13:16:05.510000-06:00,2024-02-05 18:54:05.510000-06:00,MOBILE,ABORTED,1529,20240205,20240205,2,2,338.0
504,473,2024-12-05 01:56:47.908000-06:00,2024-12-05 05:14:47.908000-06:00,MOBILE,TIMEOUT,4672,20241205,20241205,2,3,198.0
505,117,2024-10-12 15:50:08.928000-06:00,2024-10-13 01:33:08.928000-06:00,MOBILE,COMPLETED,1434,20241012,20241013,2,1,583.0
506,292,2024-12-27 08:40:09.153000-06:00,2024-12-27 11:56:09.153000-06:00,MOBILE,TIMEOUT,2748,20241227,20241227,2,3,196.0
507,181,2024-12-01 06:23:35.417000-06:00,2024-12-01 08:54:35.417000-06:00,MOBILE,COMPLETED,3012,20241201,20241201,2,1,151.0
508,17,2024-12-30 04:17:36.393000-06:00,2024-12-30 05:17:36.393000-06:00,BROWSER,COMPLETED,2767,20241230,20241230,1,1,60.0
509,281,2024-12-23 04:16:52.123000-06:00,2024-12-23 10:31:52.123000-06:00,MOBILE,ABORTED,940,20241223,20241223,2,2,375.0
510,47,2024-06-03 06:13:48.480000-06:00,2024-06-03 15:38:48.480000-06:00,MOBILE,COMPLETED,4032,20240603,20240603,2,1,565.0
511,166,2024-08-14 00:06:26.246000-06:00,2024-08-14 06:51:26.246000-06:00,MOBILE,COMPLETED,392,20240814,20240814,2,1,405.0
512,6,2024-05-18 22:59:16.914000-06:00,2024-05-19 03:36:16.914000-06:00,BROWSER,COMPLETED,2869,20240518,20240519,1,1,277.0
513,94,2024-09-30 19:05:33.699000-06:00,2024-10-01 04:34:33.699000-06:00,MOBILE,ABORTED,3331,20240930,20241001,2,2,569.0
514,282,2024-02-10 07:22:26.634000-06:00,2024-02-10 12:53:26.634000-06:00,BROWSER,ABORTED,848,20240210,20240210,1,2,331.0
515,51,2024-01-16 17:25:21.475000-06:00,2024-01-17 03:22:21.475000-06:00,MOBILE,ABORTED,917,20240116,20240117,2,2,597.0
516,317,2024-01-05 17:39:51.738000-06:00,2024-01-06 03:15:51.738000-06:00,BROWSER,ABORTED,852,20240105,20240106,1,2,576.0
517,156,2024-11-26 10:54:41.656000-06:00,2024-11-26 17:52:41.656000-06:00,BROWSER,TIMEOUT,4854,20241126,20241126,1,3,418.0
518,399,2024-10-26 15:05:07.037000-06:00,2024-10-27 00:17:07.037000-06:00,BROWSER,COMPLETED,975,20241026,20241027,1,1,552.0
519,90,2024-08-17 04:37:32.644000-06:00,2024-08-17 09:42:32.644000-06:00,BROWSER,COMPLETED,577,20240817,20240817,1,1,305.0
520,362,2024-12-04 04:17:04.454000-06:00,2024-12-04 11:31:04.454000-06:00,MOBILE,ABORTED,1097,20241204,20241204,2,2,434.0
521,266,2024-11-18 19:02:10.224000-06:00,2024-11-19 01:24:10.224000-06:00,MOBILE,ABORTED,4336,20241118,20241119,2,2,382.0
522,207,2024-12-24 15:26:16.285000-06:00,2024-12-24 21:36:16.285000-06:00,MOBILE,TIMEOUT,896,20241224,20241224,2,3,370.0
523,464,2024-12-09 21:30:45.155000-06:00,2024-12-10 01:45:45.155000-06:00,MOBILE,COMPLETED,3152,20241209,20241210,2,1,255.0
524,464,2024-12-12 18:59:45.950000-06:00,2024-12-13 01:19:45.950000-06:00,MOBILE,ABORTED,247,20241212,20241213,2,2,380.0
525,287,2024-11-27 18:02:19.996000-06:00,2024-11-27 18:51:19.996000-06:00,BROWSER,TIMEOUT,3718,20241127,20241127,1,3,49.0
526,393,2024-08-27 07:07:22.507000-06:00,2024-08-27 11:56:22.507000-06:00,MOBILE,ABORTED,2990,20240827,20240827,2,2,289.0
527,475,2024-12-30 15:13:38.877000-06:00,2024-12-30 19:17:38.877000-06:00,BROWSER,TIMEOUT,1039,20241230,20241230,1,3,244.0
528,339,2024-12-22 03:00:04.154000-06:00,2024-12-22 07:19:04.154000-06:00,MOBILE,ABORTED,2336,20241222,20241222,2,2,259.0
529,80,2024-11-23 20:32:01.457000-06:00,2024-11-24 00:54:01.457000-06:00,BROWSER,TIMEOUT,2134,20241123,20241124,1,3,262.0
530,35,2024-06-24 08:52:14.034000-06:00,2024-06-24 16:27:14.034000-06:00,BROWSER,COMPLETED,1423,20240624,20240624,1,1,455.0
531,262,2024-12-21 12:56:35.534000-06:00,2024-12-21 21:52:35.534000-06:00,MOBILE,TIMEOUT,2889,20241221,20241221,2,3,536.0
532,449,2024-12-27 00:50:13.623000-06:00,2024-12-27 06:13:13.623000-06:00,MOBILE,ABORTED,2002,20241227,20241227,2,2,323.0
533,292,2024-12-29 19:42:44.545000-06:00,2024-12-29 23:27:44.545000-06:00,MOBILE,ABORTED,4952,20241229,20241229,2,2,225.0
534,477,2024-05-22 17:12:10.220000-06:00,2024-05-23 02:00:10.220000-06:00,MOBILE,COMPLETED,712,20240522,20240523,2,1,528.0
535,183,2024-12-17 07:04:11.201000-06:00,2024-12-17 12:35:11.201000-06:00,BROWSER,ABORTED,4191,20241217,20241217,1,2,331.0
536,31,2024-12-25 11:43:31.775000-06:00,2024-12-25 16:47:31.775000-06:00,BROWSER,TIMEOUT,779,20241225,20241225,1,3,304.0
537,205,2024-11-17 20:00:58.668000-06:00,2024-11-18 04:34:58.668000-06:00,MOBILE,COMPLETED,2940,20241117,20241118,2,1,514.0
538,374,2024-12-12 16:47:25.421000-06:00,2024-12-12 22:10:25.421000-06:00,BROWSER,TIMEOUT,3813,20241212,20241212,1,3,323.0
539,16,2024-12-02 00:01:42.164000-06:00,2024-12-02 02:29:42.164000-06:00,MOBILE,ABORTED,1438,20241202,20241202,2,2,148.0
540,424,2024-12-07 01:29:10.997000-06:00,2024-12-07 11:14:10.997000-06:00,BROWSER,TIMEOUT,1547,20241207,20241207,1,3,585.0
541,417,2024-12-24 06:54:12.046000-06:00,2024-12-24 09:39:12.046000-06:00,BROWSER,ABORTED,1498,20241224,20241224,1,2,165.0
542,46,2024-12-15 23:46:02.373000-06:00,2024-12-16 05:47:02.373000-06:00,MOBILE,ABORTED,4931,20241215,20241216,2,2,361.0
543,159,2024-12-26 21:27:58.914000-06:00,2024-12-27 02:10:58.914000-06:00,BROWSER,ABORTED,4209,20241226,20241227,1,2,283.0
544,294,2024-08-25 06:25:37.334000-06:00,2024-08-25 09:51:37.334000-06:00,BROWSER,COMPLETED,2575,20240825,20240825,1,1,206.0
545,297,2024-11-01 14:52:34.084000-06:00,2024-11-01 23:22:34.084000-06:00,MOBILE,ABORTED,438,20241101,20241101,2,2,510.0
546,86,2024-10-29 04:37:06.078000-06:00,2024-10-29 07:45:06.078000-06:00,BROWSER,TIMEOUT,1376,20241029,20241029,1,3,188.0
547,6,2024-06-01 23:12:30.708000-06:00,2024-06-02 08:07:30.708000-06:00,MOBILE,TIMEOUT,1201,20240601,20240602,2,3,535.0
548,57,2024-12-22 05:10:45.809000-06:00,2024-12-22 11:01:45.809000-06:00,BROWSER,TIMEOUT,2105,20241222,20241222,1,3,351.0
549,43,2024-12-16 12:16:55.898000-06:00,2024-12-16 18:55:55.898000-06:00,BROWSER,ABORTED,3862,20241216,20241216,1,2,399.0
550,71,2024-10-13 02:03:09.229000-06:00,2024-10-13 06:23:09.229000-06:00,BROWSER,TIMEOUT,3616,20241013,20241013,1,3,260.0
551,36,2024-08-28 20:04:33.753000-06:00,2024-08-29 01:45:33.753000-06:00,BROWSER,ABORTED,3016,20240828,20240829,1,2,341.0
552,209,2024-12-21 08:30:16.120000-06:00,2024-12-21 14:26:16.120000-06:00,BROWSER,TIMEOUT,3231,20241221,20241221,1,3,356.0
553,430,2024-08-26 22:01:31.673000-06:00,2024-08-27 00:44:31.673000-06:00,BROWSER,COMPLETED,2148,20240826,20240827,1,1,163.0
554,141,2024-11-04 01:19:08.969000-06:00,2024-11-04 06:49:08.969000-06:00,BROWSER,COMPLETED,4403,20241104,20241104,1,1,330.0
555,299,2024-12-29 11:10:22.058000-06:00,2024-12-29 15:25:22.058000-06:00,MOBILE,TIMEOUT,3434,20241229,20241229,2,3,255.0
